# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 4.04300e+02 1.35823e+01 1.35823e+01
1.25000e+00 4.30600e+02 1.08931e+01 1.08931e+01
1.42000e+00 4.35200e+02 8.79318e+00 8.79318e+00
1.61000e+00 4.36800e+02 7.49466e+00 7.49466e+00
1.81000e+00 4.18000e+02 6.45136e+00 6.45136e+00
2.04000e+00 3.86600e+02 5.50273e+00 5.50273e+00
2.27000e+00 3.58200e+02 4.77598e+00 4.77598e+00
2.54000e+00 3.24400e+02 4.14367e+00 4.14367e+00
2.82000e+00 2.84500e+02 3.47851e+00 3.47851e+00
3.13000e+00 2.48400e+02 2.97321e+00 2.97321e+00
3.46000e+00 2.15400e+02 2.52982e+00 2.52982e+00
3.83000e+00 1.83200e+02 2.11896e+00 2.11896e+00
4.22000e+00 1.57100e+02 1.80278e+00 1.80278e+00
4.65000e+00 1.31800e+02 1.48661e+00 1.48661e+00
5.12000e+00 1.08900e+02 1.26491e+00 1.26491e+00
5.63000e+00 8.99400e+01 1.03092e+00 1.03092e+00
6.19000e+00 7.36600e+01 8.53815e-01 8.53815e-01
6.78000e+00 5.99700e+01 6.95701e-01 6.95701e-01
7.42000e+00 4.94300e+01 5.72451e-01 5.72451e-01
8.12000e+00 3.99600e+01 4.68188e-01 4.68188e-01
8.87000e+00 3.23800e+01 3.82753e-01 3.82753e-01
9.68000e+00 2.62100e+01 3.10161e-01 3.10161e-01
1.06000e+01 2.11200e+01 2.56320e-01 2.56320e-01
1.20000e+01 1.54400e+01 1.86815e-01 1.86815e-01
1.48000e+01 9.07300e+00 1.09636e-01 1.09636e-01
1.97000e+01 4.29800e+00 5.33667e-02 5.33667e-02
2.81000e+01 1.66800e+00 2.18403e-02 2.18403e-02
4.10000e+01 5.82500e-01 7.78332e-03 7.78332e-03
5.91000e+01 2.10300e-01 2.95296e-03 2.95296e-03
8.48000e+01 7.64900e-02 1.18224e-03 1.18224e-03
